node1,node2,node1_string_internal_id,node2_string_internal_id,node1_external_id,node2_external_id,neighborhood_on_chromosome,gene_fusion,phylogenetic_cooccurrence,homology,coexpression,experimentally_determined_interaction,database_annotated,automated_textmining,combined_score
FPS1,IPT5,632897,630553,3702.AT5G47770.1,3702.AT5G19040.1,0.07,0,0,0,0,0.049,0.6,0.426,0.769
FPS2,IPT6,626239,610390,3702.AT4G17190.1,3702.AT1G25410.1,0.07,0,0,0,0,0.049,0.6,0.426,0.769
WSD1,DGAT2,631748,623328,3702.AT5G37300.1,3702.AT3G51520.1,0,0,0,0,0,0,0,0.769,0.769
FPS2,IPT7,626239,621635,3702.AT4G17190.1,3702.AT3G23630.1,0.07,0,0,0,0,0.049,0.6,0.426,0.769
FPS1,IPT7,632897,621635,3702.AT5G47770.1,3702.AT3G23630.1,0.07,0,0,0,0,0.049,0.6,0.426,0.769
FAR7,AT3G60060,630836,624220,3702.AT5G22420.1,3702.AT3G60060.1,0,0,0,0,0,0,0,0.769,0.769
IPT5,FPS2,630553,626239,3702.AT5G19040.1,3702.AT4G17190.1,0.07,0,0,0,0,0.049,0.6,0.426,0.769
FPS2,IPT3,626239,624552,3702.AT4G17190.1,3702.AT3G63110.1,0.07,0,0,0,0,0.049,0.6,0.426,0.769
PHT3;2,AT2G34590,623038,617711,3702.AT3G48850.1,3702.AT2G34590.1,0,0,0,0,0.768,0,0,0,0.768
FOLK,ATSTE24,634073,624754,3702.AT5G58560.1,3702.AT4G01320.1,0,0,0,0,0,0,0,0.768,0.768
CES,BEE1,610381,609690,3702.AT1G25330.1,3702.AT1G18400.1,0,0,0,0.894,0,0.752,0,0.625,0.768
CAC1,PDAT,630268,629983,3702.AT5G16390.1,3702.AT5G13640.1,0,0,0,0,0,0,0,0.768,0.768
At5g36150,CYP51G1,631647,608984,3702.AT5G36150.1,3702.AT1G11680.1,0,0,0,0,0.194,0.479,0,0.492,0.768
LACS6,ACX3,619730,608405,3702.AT3G05970.1,3702.AT1G06290.1,0.099,0,0,0,0.211,0.089,0,0.684,0.768
BARS1,CYP51G1,626023,608984,3702.AT4G15370.1,3702.AT1G11680.1,0,0,0,0,0.194,0.479,0,0.492,0.768
CCD8,CRTISO,627946,608455,3702.AT4G32810.1,3702.AT1G06820.1,0.042,0,0,0,0.059,0,0,0.763,0.768
PHT3;1,AT2G34590,630026,617711,3702.AT5G14040.1,3702.AT2G34590.1,0,0,0,0,0.768,0,0,0,0.768
AT3G22620,AT2G18370,621521,615993,3702.AT3G22620.1,3702.AT2G18370.1,0,0,0,0,0.263,0,0,0.699,0.768
MAB1,PHT3;2,633238,623038,3702.AT5G50850.1,3702.AT3G48850.1,0,0,0,0,0.768,0,0,0,0.768
AT2G34590,PHT3;3,617711,615874,3702.AT2G34590.1,3702.AT2G17270.1,0,0,0,0,0.768,0,0,0,0.768
ATSTE14B,PGGT-I,629503,618241,3702.AT5G08335.1,3702.AT2G39550.1,0,0,0,0,0.076,0,0,0.76,0.768
MAB1,PHT3;3,633238,615874,3702.AT5G50850.1,3702.AT2G17270.1,0,0,0,0,0.768,0,0,0,0.768
VTC2,PMM,627293,618915,3702.AT4G26850.1,3702.AT2G45790.1,0,0,0,0,0,0,0,0.767,0.767
GA20OX2,ATGA2OX3,633337,617706,3702.AT5G51810.1,3702.AT2G34555.1,0,0,0.448,0.726,0,0,0.65,0.913,0.767
MIPS1,PIS2,628689,628564,3702.AT4G39800.1,3702.AT4G38570.1,0.19,0,0,0,0,0,0,0.724,0.767
LACS7,SDP1,631361,629053,3702.AT5G27600.1,3702.AT5G04040.1,0,0,0,0,0.059,0,0.6,0.432,0.767
AT5G62930,AT1G09390,634528,608731,3702.AT5G62930.1,3702.AT1G09390.1,0,0,0,0,0,0,0,0.767,0.767
GA20OX1,ATGA2OX3,627135,617706,3702.AT4G25420.1,3702.AT2G34555.1,0,0,0.447,0.704,0,0,0.65,0.824,0.767
LACS7,FATB,631361,608641,3702.AT5G27600.1,3702.AT1G08510.1,0,0,0,0,0,0,0.65,0.363,0.767
LOH2,TSC10A,621154,619742,3702.AT3G19260.1,3702.AT3G06060.1,0,0,0,0,0.044,0,0,0.767,0.767
ATHATPLC1G,NPC1,634085,608497,3702.AT5G58670.1,3702.AT1G07230.1,0,0,0,0,0,0,0,0.767,0.767
LUT2,At4g25700,633905,627167,3702.AT5G57030.1,3702.AT4G25700.1,0,0,0,0,0.106,0,0,0.75,0.767
TSC10B,LAG13,630572,609189,3702.AT5G19200.1,3702.AT1G13580.3,0,0,0,0,0.044,0,0,0.767,0.767
Z-ISO,NPQ1,608895,608645,3702.AT1G10830.1,3702.AT1G08550.1,0,0,0,0,0.117,0,0,0.748,0.767
LPP1,LPLAT1,614935,609090,3702.AT2G01180.1,3702.AT1G12640.1,0,0,0,0,0,0.113,0.65,0.309,0.767
PLDALPHA1,LPLAT1,620769,609090,3702.AT3G15730.1,3702.AT1G12640.1,0,0,0,0,0,0,0.65,0.359,0.766
PSY,AT2G43420,630357,618663,3702.AT5G17230.3,3702.AT2G43420.1,0.058,0,0,0,0.178,0.479,0,0.49,0.766
G6PD2,GAPCP-2,629930,609479,3702.AT5G13110.1,3702.AT1G16300.1,0.126,0,0,0,0.118,0,0.6,0.332,0.766
KING1,MCCA,623006,608063,3702.AT3G48530.1,3702.AT1G03090.2,0,0,0,0,0.738,0,0,0.144,0.766
SQS1,RTNLB19,628148,616819,3702.AT4G34640.1,3702.AT2G26260.1,0.058,0,0,0,0.178,0.479,0,0.49,0.766
SQS1,AT2G43420,628148,618663,3702.AT4G34640.1,3702.AT2G43420.1,0.058,0,0,0,0.178,0.479,0,0.49,0.766
PSY,RTNLB19,630357,616819,3702.AT5G17230.3,3702.AT2G26260.1,0.058,0,0,0,0.178,0.479,0,0.49,0.766
AAE5,AT4G26910,630266,627299,3702.AT5G16370.1,3702.AT4G26910.1,0.058,0,0,0,0,0,0,0.762,0.766
HDS,CRTISO,634285,608455,3702.AT5G60600.1,3702.AT1G06820.1,0.06,0,0,0,0.131,0,0,0.737,0.766
OFP1,GA20OX1,628817,627135,3702.AT5G01840.1,3702.AT4G25420.1,0,0,0,0,0,0,0,0.766,0.766
SMO1-1,AT3G07450,625641,619890,3702.AT4G12110.1,3702.AT3G07450.1,0,0,0,0,0,0,0,0.766,0.766
CDS2,AAPT2,626802,621842,3702.AT4G22340.3,3702.AT3G25585.4,0,0,0,0,0.056,0.153,0,0.73,0.765
AT5G49900,AT1G07380,633129,608512,3702.AT5G49900.1,3702.AT1G07380.1,0,0,0,0,0,0,0.65,0.358,0.765
AT5G58980,AT5G49900,634118,633129,3702.AT5G58980.1,3702.AT5G49900.1,0,0,0,0,0,0,0.65,0.358,0.765
FOLK,FACE2,634073,617894,3702.AT5G58560.1,3702.AT2G36305.1,0,0,0,0,0,0,0,0.765,0.765
AT5G58980,AT4G10060,634118,625420,3702.AT5G58980.1,3702.AT4G10060.1,0,0,0,0,0,0,0.65,0.358,0.765
ATHATPLC1G,PIP5K6,634085,619945,3702.AT5G58670.1,3702.AT3G07960.1,0,0,0,0,0,0.066,0.65,0.339,0.765
BSK8,GSK1,632166,608413,3702.AT5G41260.1,3702.AT1G06390.1,0,0,0,0,0,0.5,0,0.55,0.765
DWF4,GSK1,623232,608413,3702.AT3G50660.1,3702.AT1G06390.1,0,0,0,0,0,0.044,0,0.764,0.765
AT5G58980,AT3G24180,634118,621700,3702.AT5G58980.1,3702.AT3G24180.1,0,0,0,0,0,0,0.65,0.358,0.765
GGR,AT3G54250,628552,623622,3702.AT4G38460.1,3702.AT3G54250.1,0.072,0,0,0,0.133,0,0.65,0.267,0.765
DES-1-LIKE,SLD2,625104,618955,3702.AT4G04930.1,3702.AT2G46210.1,0,0,0,0,0,0,0,0.765,0.765
AT3G24180,AT2G38010,621700,618080,3702.AT3G24180.1,3702.AT2G38010.2,0,0,0,0,0,0,0.65,0.358,0.765
AT4G10060,AT1G07380,625420,608512,3702.AT4G10060.1,3702.AT1G07380.1,0,0,0,0,0,0,0.65,0.358,0.765
PLDALPHA3,PLDP2,631154,619687,3702.AT5G25370.1,3702.AT3G05630.1,0,0,0,0.608,0,0,0.65,0.847,0.765
AT5G49900,AT2G38010,633129,618080,3702.AT5G49900.1,3702.AT2G38010.2,0,0,0,0,0,0,0.65,0.358,0.765
CDS2,LPP2,626802,609354,3702.AT4G22340.3,3702.AT1G15080.1,0,0,0,0,0,0,0.65,0.358,0.765
AT3G24180,AT1G07380,621700,608512,3702.AT3G24180.1,3702.AT1G07380.1,0,0,0,0,0,0,0.65,0.358,0.765
AT4G10060,AT2G38010,625420,618080,3702.AT4G10060.1,3702.AT2G38010.2,0,0,0,0,0,0,0.65,0.358,0.765
LPAT2,PLDALPHA1,623977,620769,3702.AT3G57650.1,3702.AT3G15730.1,0.058,0,0,0,0,0.086,0.65,0.31,0.764
CYP707A3,NCED3,632633,620626,3702.AT5G45340.1,3702.AT3G14440.1,0,0,0,0,0,0,0,0.764,0.764
RGL2,E12A11,619440,609663,3702.AT3G03450.1,3702.AT1G18100.1,0,0,0,0,0,0,0,0.764,0.764
PLC9,NPC5,622869,619450,3702.AT3G47220.1,3702.AT3G03540.1,0,0,0,0,0,0,0,0.764,0.764
GA20OX2,RGA1,633337,614974,3702.AT5G51810.1,3702.AT2G01570.1,0,0,0,0,0,0,0,0.764,0.764
PSD1,PLDALPHA1,626187,620769,3702.AT4G16700.1,3702.AT3G15730.1,0,0,0,0,0,0.049,0.65,0.35,0.764
AT3G58490,LPP3,624062,619349,3702.AT3G58490.1,3702.AT3G02600.1,0,0,0,0,0.043,0,0,0.764,0.764
AT3G54250,AT3G14530,623622,620635,3702.AT3G54250.1,3702.AT3G14530.1,0.072,0,0,0,0.133,0,0.65,0.259,0.763
ISPD,CRTISO,615069,608455,3702.AT2G02500.1,3702.AT1G06820.1,0.101,0,0,0,0.101,0,0,0.731,0.763
AT5G55070,AT5G09300,633693,629565,3702.AT5G55070.1,3702.AT5G09300.1,0.182,0,0,0,0.423,0.314,0,0.355,0.763
AT5G09300,AT4G26910,629565,627299,3702.AT5G09300.1,3702.AT4G26910.1,0.182,0,0,0,0.423,0.314,0,0.355,0.763
AT5G55070,PHT3;3,633693,615874,3702.AT5G55070.1,3702.AT2G17270.1,0,0,0,0,0.751,0.088,0,0,0.763
PDS3,LUT1,625872,623502,3702.AT4G14210.1,3702.AT3G53130.1,0,0,0,0,0.213,0,0,0.711,0.763
AT3G54250,AT2G18620,623622,616016,3702.AT3G54250.1,3702.AT2G18620.1,0.072,0,0,0,0.133,0,0.65,0.259,0.763
AT3G54250,AT3G32040,623622,622375,3702.AT3G54250.1,3702.AT3G32040.1,0.072,0,0,0,0.133,0,0.65,0.259,0.763
LTO1,NPQ1,628267,608645,3702.AT4G35760.1,3702.AT1G08550.1,0,0,0,0,0.186,0.561,0,0.392,0.763
CCD8,PDS3,627946,625872,3702.AT4G32810.1,3702.AT4G14210.1,0,0,0,0,0,0,0,0.763,0.763
BIM1,PAR1,629479,618603,3702.AT5G08130.5,3702.AT2G42870.1,0,0,0,0,0,0,0,0.763,0.763
AT3G54250,AT3G20160,623622,621252,3702.AT3G54250.1,3702.AT3G20160.1,0.072,0,0,0,0.133,0,0.65,0.259,0.763
AT4G26910,AT1G21400,627299,609997,3702.AT4G26910.1,3702.AT1G21400.1,0.182,0,0,0,0.423,0.314,0,0.355,0.763
AT4G26910,PHT3;3,627299,615874,3702.AT4G26910.1,3702.AT2G17270.1,0,0,0,0,0.751,0.088,0,0,0.763
AT3G54250,GGPS2,623622,616562,3702.AT3G54250.1,3702.AT2G23800.1,0.072,0,0,0,0.133,0,0.65,0.259,0.763
GID1B,GA3OX1,624540,609403,3702.AT3G63010.1,3702.AT1G15550.1,0,0,0,0,0,0,0,0.763,0.763
AT3G54250,GGPS3,623622,620637,3702.AT3G54250.1,3702.AT3G14550.1,0.072,0,0,0,0.133,0,0.65,0.259,0.763
PLDALPHA3,PLDP1,631154,620882,3702.AT5G25370.1,3702.AT3G16785.1,0,0,0,0.595,0,0,0.65,0.805,0.763
LCB2,AtIPCS2,630970,618072,3702.AT5G23670.1,3702.AT2G37940.1,0,0,0,0,0.102,0,0,0.747,0.763
PSD2,PLDALPHA1,633924,620769,3702.AT5G57190.1,3702.AT3G15730.1,0,0,0,0,0,0.048,0.65,0.347,0.763
AT5G55070,AT1G21400,633693,609997,3702.AT5G55070.1,3702.AT1G21400.1,0.182,0,0,0,0.423,0.314,0,0.355,0.763
AT3G54250,AT3G29430,623622,622283,3702.AT3G54250.1,3702.AT3G29430.1,0.072,0,0,0,0.133,0,0.65,0.259,0.763
AT5G55070,PHT3;2,633693,623038,3702.AT5G55070.1,3702.AT3G48850.1,0,0,0,0,0.751,0.088,0,0,0.763
AT3G54250,GGPS4,623622,616018,3702.AT3G54250.1,3702.AT2G18640.1,0.072,0,0,0,0.133,0,0.65,0.259,0.763
CYP97B3,NPQ1,625995,608645,3702.AT4G15110.1,3702.AT1G08550.1,0,0,0,0,0.219,0,0,0.708,0.762
RBR1,BSU1,620366,608101,3702.AT3G12280.1,3702.AT1G03445.1,0,0,0,0,0.052,0.758,0,0.048,0.762
TSC10B,FAH2,630572,626635,3702.AT5G19200.1,3702.AT4G20870.1,0,0,0,0,0,0.048,0,0.76,0.762
AT3G20160,AT2G23400,621252,616529,3702.AT3G20160.1,3702.AT2G23400.1,0.055,0,0,0,0.309,0.048,0.65,0.077,0.762
AT5G22490,AT3G23840,630843,621662,3702.AT5G22490.1,3702.AT3G23840.1,0,0,0,0,0,0,0,0.762,0.762
PRE1,PAR2,632019,624099,3702.AT5G39860.1,3702.AT3G58850.1,0,0,0,0,0.08,0.752,0,0,0.762
TPS21,FPS2,631001,626239,3702.AT5G23960.1,3702.AT4G17190.1,0,0,0,0,0,0,0.6,0.43,0.762
AOC2,OPCL1,621866,609902,3702.AT3G25770.1,3702.AT1G20510.1,0,0,0,0,0.152,0,0,0.731,0.762
SQS1,PEN1,628148,626020,3702.AT4G34640.1,3702.AT4G15340.1,0.14,0,0.418,0,0.299,0,0,0.403,0.762
AT5G07630,PDE320,629428,619838,3702.AT5G07630.1,3702.AT3G06960.1,0,0,0,0,0,0,0,0.762,0.762
BCCP2,AT5G10160,630176,629661,3702.AT5G15530.1,3702.AT5G10160.1,0.19,0,0.237,0,0.276,0,0,0.53,0.761
PI-4KBETA2,VPS15,629570,627571,3702.AT5G09350.1,3702.AT4G29380.1,0,0,0,0,0.082,0.484,0,0.536,0.761
AFB4,AFB2,627027,621986,3702.AT4G24390.1,3702.AT3G26810.1,0,0,0,0.941,0.139,0,0.72,0.903,0.761
PIS2,FAD2,628564,620348,3702.AT4G38570.1,3702.AT3G12120.1,0,0,0,0,0,0,0,0.761,0.761
PLDGAMMA3,DGK5,625610,616265,3702.AT4G11840.1,3702.AT2G20900.1,0,0,0,0,0.17,0,0.65,0.244,0.761
SPHK1,LOH2,626708,621154,3702.AT4G21540.1,3702.AT3G19260.1,0,0,0,0,0.074,0,0,0.752,0.761
KCS18,FATB,628134,608641,3702.AT4G34520.1,3702.AT1G08510.1,0,0,0,0,0.059,0,0,0.757,0.761
PLDALPHA1,LPP1,620769,614935,3702.AT3G15730.1,3702.AT2G01180.1,0.059,0,0,0,0,0.102,0.65,0.285,0.76
GPAT7,GPAT5,629268,620275,3702.AT5G06090.1,3702.AT3G11430.1,0,0,0,0.981,0.334,0,0.65,0.868,0.76
AT5G61610,SMO1-3,634393,626848,3702.AT5G61610.1,3702.AT4G22753.2,0,0,0,0,0,0,0,0.76,0.76
CLA1,GGPS2,626048,616562,3702.AT4G15560.1,3702.AT2G23800.1,0.102,0.018,0,0,0.048,0,0,0.741,0.76
ACP5,AT2G04540,631321,615265,3702.AT5G27200.1,3702.AT2G04540.1,0.18,0,0,0,0.093,0.545,0,0.375,0.76
PEX1,SSE1,629519,618905,3702.AT5G08470.1,3702.AT2G45690.1,0,0,0,0,0.092,0,0,0.747,0.76
PLDBETA1,AAPT1,618520,609187,3702.AT2G42010.1,3702.AT1G13560.1,0,0,0,0,0,0,0.65,0.343,0.76
KASI,ACP5,632736,631321,3702.AT5G46290.3,3702.AT5G27200.1,0.18,0,0,0,0.093,0.545,0,0.375,0.76
AT5G09290,VTC4,629564,619377,3702.AT5G09290.1,3702.AT3G02870.1,0.175,0,0.224,0.606,0.044,0,0.65,0.371,0.76
COQ3,ISPD,617302,615069,3702.AT2G30920.1,3702.AT2G02500.1,0,0,0,0,0.092,0,0,0.746,0.76
AT5G60760,ITPK1,634302,630308,3702.AT5G60760.1,3702.AT5G16760.1,0,0,0,0,0,0,0,0.76,0.76
SQS1,ISPD,628148,615069,3702.AT4G34640.1,3702.AT2G02500.1,0,0,0,0,0,0,0,0.76,0.76
PLDDELTA,PLDP1,628272,620882,3702.AT4G35790.1,3702.AT3G16785.1,0,0,0,0.595,0,0,0.65,0.786,0.76
SETH1,AT2G01720,617751,614989,3702.AT2G34980.1,3702.AT2G01720.1,0,0,0,0,0,0.043,0,0.759,0.759
PLDDELTA,AAPT1,628272,609187,3702.AT4G35790.1,3702.AT1G13560.1,0,0,0,0,0,0,0.65,0.341,0.759
PAH2,AT3G58490,632349,624062,3702.AT5G42870.1,3702.AT3G58490.1,0,0,0,0,0,0.157,0,0.726,0.759
AT5G58784,FTA,634098,624153,3702.AT5G58784.1,3702.AT3G59380.1,0,0,0,0,0.049,0,0.65,0.336,0.759
cPT9,FTA,634274,624153,3702.AT5G60510.1,3702.AT3G59380.1,0,0,0,0,0.049,0,0.65,0.336,0.759
PKT3,ACLA-3,617552,608736,3702.AT2G33150.1,3702.AT1G09430.1,0.059,0,0,0,0.199,0,0.6,0.297,0.759
HSD3,ARFA1F,622877,608870,3702.AT3G47360.1,3702.AT1G10630.1,0,0,0,0,0,0.087,0,0.747,0.759
ATHATPLC1G,DGK3,634085,616028,3702.AT5G58670.1,3702.AT2G18730.1,0,0,0,0,0.045,0,0.65,0.339,0.759
cPT4,FTA,634095,624153,3702.AT5G58770.1,3702.AT3G59380.1,0,0,0,0,0.049,0,0.65,0.336,0.759
AT2G43420,CYP710A4,618663,617093,3702.AT2G43420.1,3702.AT2G28860.1,0,0,0,0,0,0.086,0,0.747,0.759
SQS1,BARS1,628148,626023,3702.AT4G34640.1,3702.AT4G15370.1,0.14,0,0.413,0,0.299,0,0,0.401,0.759
FTA,CPT,624153,616530,3702.AT3G59380.1,3702.AT2G23410.1,0,0,0,0,0.049,0,0.65,0.336,0.759
PLDP2,AAPT1,619687,609187,3702.AT3G05630.1,3702.AT1G13560.1,0,0,0,0,0,0,0.65,0.341,0.759
cPT5,FTA,634096,624153,3702.AT5G58780.1,3702.AT3G59380.1,0,0,0,0,0.049,0,0.65,0.336,0.759
cPT6,FTA,634097,624153,3702.AT5G58782.1,3702.AT3G59380.1,0,0,0,0,0.049,0,0.65,0.336,0.759
FTA,cPT1,624153,615904,3702.AT3G59380.1,3702.AT2G17570.1,0,0,0,0,0.049,0,0.65,0.336,0.759
cPT8,FTA,634273,624153,3702.AT5G60500.1,3702.AT3G59380.1,0,0,0,0,0.049,0,0.65,0.336,0.759
LPAT5,LPP1,621111,614935,3702.AT3G18850.2,3702.AT2G01180.1,0.084,0,0,0,0.044,0,0.65,0.307,0.759
GPDHp,BCCP2,632097,630176,3702.AT5G40610.1,3702.AT5G15530.1,0.058,0,0,0,0.12,0,0,0.732,0.759
GA20OX1,GA3OX3,627135,626724,3702.AT4G25420.1,3702.AT4G21690.1,0,0,0.444,0.728,0,0,0.65,0.832,0.759
FTA,AT2G23400,624153,616529,3702.AT3G59380.1,3702.AT2G23400.1,0,0,0,0,0.049,0,0.65,0.336,0.759
RGA1,BES1,614974,609787,3702.AT2G01570.1,3702.AT1G19350.3,0,0,0,0,0.055,0.563,0,0.465,0.759
PLDALPHA1,AAPT1,620769,609187,3702.AT3G15730.1,3702.AT1G13560.1,0,0,0,0,0,0,0.65,0.34,0.759
LOX2,LCAT3,622651,619425,3702.AT3G45140.1,3702.AT3G03310.1,0,0,0,0,0,0,0.65,0.342,0.759
IPP1,ZDS,630273,619598,3702.AT5G16440.1,3702.AT3G04870.2,0,0,0,0,0,0,0,0.759,0.759
FAD3,TAG1,617205,616101,3702.AT2G29980.1,3702.AT2G19450.1,0,0,0,0,0,0,0,0.759,0.759
LPPgamma,PAH1,628945,620066,3702.AT5G03080.1,3702.AT3G09560.1,0,0,0,0,0,0.157,0,0.724,0.758
ATS2,AAPT2,627699,621842,3702.AT4G30580.1,3702.AT3G25585.4,0,0,0,0,0,0,0,0.758,0.758
PDS3,CCD7,625872,618833,3702.AT4G14210.1,3702.AT2G44990.1,0,0,0,0,0,0,0,0.758,0.758
PAH2,GPDHp,632349,632097,3702.AT5G42870.1,3702.AT5G40610.1,0,0,0,0,0.056,0,0.6,0.413,0.758
GPDHp,PAH1,632097,620066,3702.AT5G40610.1,3702.AT3G09560.1,0,0,0,0,0.056,0,0.6,0.413,0.758
NCED3,LYC,620626,620139,3702.AT3G14440.1,3702.AT3G10230.1,0,0,0,0,0,0,0,0.758,0.758
ATS2,GPDHC1,627699,618469,3702.AT4G30580.1,3702.AT2G41540.2,0.14,0,0,0,0.045,0,0.6,0.351,0.758
PSD2,mtLPD2,633924,620931,3702.AT5G57190.1,3702.AT3G17240.1,0.058,0,0,0,0.044,0,0,0.752,0.758
TT2,LPP2,631589,609354,3702.AT5G35550.1,3702.AT1G15080.1,0,0,0,0,0,0,0,0.758,0.758
RHD4,RCN1,623322,610400,3702.AT3G51460.1,3702.AT1G25490.1,0,0,0,0,0.757,0,0,0,0.757
PAH2,GLY1,632349,618369,3702.AT5G42870.1,3702.AT2G40690.1,0,0,0,0,0.056,0,0.6,0.41,0.757
AAE15,PKT3,625851,617552,3702.AT4G14070.1,3702.AT2G33150.1,0.14,0,0,0,0.224,0,0,0.666,0.757
cPT4,ERA1,634095,632061,3702.AT5G58770.1,3702.AT5G40280.1,0,0,0,0,0.049,0,0.65,0.329,0.757
SDP1,GPDHC1,629053,618469,3702.AT5G04040.1,3702.AT2G41540.2,0.163,0,0,0,0.045,0,0.6,0.33,0.757
PIS2,PECT1,628564,618151,3702.AT4G38570.1,3702.AT2G38670.1,0.19,0,0,0,0.059,0,0,0.707,0.757
ERA1,CPT,632061,616530,3702.AT5G40280.1,3702.AT2G23410.1,0,0,0,0,0.049,0,0.65,0.329,0.757
ATHATPLC1G,DGK6,634085,627431,3702.AT5G58670.1,3702.AT4G28130.1,0,0,0,0,0.045,0,0.65,0.331,0.757
DGK2,CDS5,634617,624276,3702.AT5G63770.1,3702.AT3G60620.1,0,0,0,0,0.044,0,0.65,0.334,0.757
PAH1,GLY1,620066,618369,3702.AT3G09560.1,3702.AT2G40690.1,0,0,0,0,0.056,0,0.6,0.41,0.757
CYP724A1,CYP72C1,630063,609555,3702.AT5G14400.1,3702.AT1G17060.1,0,0,0.417,0,0,0,0,0.601,0.757
ATS2,AT1G24360,627699,610314,3702.AT4G30580.1,3702.AT1G24360.1,0.046,0,0,0,0,0.045,0,0.755,0.757
cPT8,ERA1,634273,632061,3702.AT5G60500.1,3702.AT5G40280.1,0,0,0,0,0.049,0,0.65,0.329,0.757
SQD2,AT3G57170,628751,623929,3702.AT5G01220.1,3702.AT3G57170.1,0,0,0,0,0.134,0.113,0,0.71,0.757
BKI1,BSK3,632333,624684,3702.AT5G42750.1,3702.AT4G00710.1,0,0,0,0,0,0,0,0.757,0.757
DGK2,CDS4,634617,618849,3702.AT5G63770.1,3702.AT2G45150.1,0,0,0,0,0.044,0,0.65,0.334,0.757
cPT9,ERA1,634274,632061,3702.AT5G60510.1,3702.AT5G40280.1,0,0,0,0,0.049,0,0.65,0.329,0.757
PAR1,BEE1,618603,609690,3702.AT2G42870.1,3702.AT1G18400.1,0,0,0,0,0.109,0,0,0.739,0.757
ERA1,cPT1,632061,615904,3702.AT5G40280.1,3702.AT2G17570.1,0,0,0,0,0.049,0,0.65,0.329,0.757
cPT5,ERA1,634096,632061,3702.AT5G58780.1,3702.AT5G40280.1,0,0,0,0,0.049,0,0.65,0.329,0.757
GPDHp,SDP1,632097,629053,3702.AT5G40610.1,3702.AT5G04040.1,0.163,0,0,0,0.045,0,0.6,0.33,0.757
SDP1,GLY1,629053,618369,3702.AT5G04040.1,3702.AT2G40690.1,0.163,0,0,0,0.045,0,0.6,0.33,0.757
AT5G58784,ERA1,634098,632061,3702.AT5G58784.1,3702.AT5G40280.1,0,0,0,0,0.049,0,0.65,0.329,0.757
ERA1,AT2G23400,632061,616529,3702.AT5G40280.1,3702.AT2G23400.1,0,0,0,0,0.049,0,0.65,0.329,0.757
cPT6,ERA1,634097,632061,3702.AT5G58782.1,3702.AT5G40280.1,0,0,0,0,0.049,0,0.65,0.329,0.757
FAD8,SLD1,629212,624384,3702.AT5G05580.1,3702.AT3G61580.1,0,0.018,0,0,0,0,0,0.757,0.757
ATSAC1B,RCN1,634866,610400,3702.AT5G66020.1,3702.AT1G25490.1,0,0,0,0,0.757,0,0,0,0.757
G6PD6,GAPCP-2,632113,609479,3702.AT5G40760.1,3702.AT1G16300.1,0.126,0,0,0,0.08,0,0.6,0.332,0.756
PLDBETA1,LPLAT1,618520,609090,3702.AT2G42010.1,3702.AT1G12640.1,0,0,0,0,0,0,0.65,0.331,0.756
CDS2,DGK3,626802,616028,3702.AT4G22340.3,3702.AT2G18730.1,0,0,0,0,0.044,0,0.65,0.331,0.756
HDR,COQ3,628115,617302,3702.AT4G34350.1,3702.AT2G30920.1,0.19,0,0,0,0.044,0,0,0.711,0.756
G6PD6,GAPC1,632113,619515,3702.AT5G40760.1,3702.AT3G04120.1,0.126,0,0,0,0.08,0,0.6,0.332,0.756
DGK4,AT4G26770,633978,627285,3702.AT5G57690.1,3702.AT4G26770.1,0,0,0,0,0.044,0,0.65,0.331,0.756
VTE1,AT3G26070,627941,621900,3702.AT4G32770.1,3702.AT3G26070.1,0,0,0.405,0,0.13,0,0,0.567,0.756
PAH2,PLDGAMMA1,632349,625612,3702.AT5G42870.1,3702.AT4G11850.1,0,0,0,0,0.056,0.106,0.65,0.272,0.756
DGK4,CDS5,633978,624276,3702.AT5G57690.1,3702.AT3G60620.1,0,0,0,0,0.044,0,0.65,0.331,0.756
FPS2,CYP51G1,626239,608984,3702.AT4G17190.1,3702.AT1G11680.1,0,0,0,0,0.2,0,0,0.707,0.756
DGK7,CDS4,627675,618849,3702.AT4G30340.1,3702.AT2G45150.1,0,0,0,0,0.044,0,0.65,0.331,0.756
BR6OX2,CYP72C1,622318,609555,3702.AT3G30180.1,3702.AT1G17060.1,0,0,0.421,0,0,0,0,0.596,0.756
DGK4,CDS2,633978,626802,3702.AT5G57690.1,3702.AT4G22340.3,0,0,0,0,0.044,0,0.65,0.331,0.756
DGK7,CDS2,627675,626802,3702.AT4G30340.1,3702.AT4G22340.3,0,0,0,0,0.044,0,0.65,0.331,0.756
CLO1,OLEO1,627282,627104,3702.AT4G26740.1,3702.AT4G25140.1,0,0,0,0,0.549,0,0,0.48,0.756
DGK4,CDS4,633978,618849,3702.AT5G57690.1,3702.AT2G45150.1,0,0,0,0,0.044,0,0.65,0.331,0.756
DGK7,CDS5,627675,624276,3702.AT4G30340.1,3702.AT3G60620.1,0,0,0,0,0.044,0,0.65,0.331,0.756
DGK7,AT4G26770,627675,627285,3702.AT4G30340.1,3702.AT4G26770.1,0,0,0,0,0.044,0,0.65,0.331,0.756
PLDP1,LPLAT1,620882,609090,3702.AT3G16785.1,3702.AT1G12640.1,0,0,0,0,0,0,0.65,0.331,0.756
PRT6,AT1G15240,628866,609372,3702.AT5G02310.1,3702.AT1G15240.2,0,0,0,0,0.753,0,0,0.05,0.756
