A0A068FL09	AT2G46480.1
Q9SXZ2	AT1G65480.1
Q9SXZ2	AT1G65480.2
Q9SY59	AT1G10170.1
Q9SY59	AT1G10170.2
Q9SY59	AT1G10170.3
Q9SY59	AT1G10170.4
Q9SYC8	AT1G51260.1
Q9SYF0	AT1G53940.1
Q9SYF0	AT1G53940.1
Q9SYF0	AT1G53940.2
Q9SYF0	AT1G53940
Q9SYF5	AT1G53990.1
Q9SYJ2	AT4G01950.1
Q9SYJ2	AT4G01950.2
Q9SYK4	AT1G05630.1
Q9SYK4	AT1G05630.2
Q9SYK4	AT1G05630.1
Q9SYK4	AT1G05630.3
Q9SYN1	AT1G78500.1
Q9SYN1	AT1G78500.2
Q9SYT0	AT1G35720.1
Q9SYU4	AT2G26350.1
Q9SYU4	AT2G26350.2
Q9SYU4	AT2G26350.3
Q9SYU4	AT2G26350.4
Q9SYU4	AT2G26350.5
Q9SYW8	AT3G61470.1
Q9SYZ0	AT4G34250.1
Q9SZ11	AT4G26690.1
Q9SZ30	AT4G26900.1
Q9SZ42	AT4G27030.1
Q9SZ92	AT4G09760.1
Q9SZ92	AT4G09760.2
Q9SZ92	AT4G09760.3
Q9SZ92	AT4G09760.4
Q9SZD3	AT4G29030.1
Q9SZD3	AT4G29030.1
Q9SZI6	AT4G26150.1
Q9SZN5	AT4G38560.1
Q9SZN5	AT4G38560.2
Q9SZN7	AT4G38580.1
Q9SZN7	AT4G38580.2
Q9SZP6	AT4G38690.1
Q9SZP6	AT4G38690.1
Q9SZW7	AT4G30140.1
Q9SZZ8	AT4G25700.1
Q9SZZ8	AT4G25700.2
Q9SZZ8	AT4G25700.3
Q9T009	AT4G11030.1
Q9T051	AT4G11830.1
Q9T051	AT4G11830.2
Q9T051	AT4G11830.3
Q9T051	AT4G11830.4
Q9T052	AT4G11840.1
Q9T052	AT4G11840.2
Q9T053	AT4G11850.1
Q9T0A0	AT4G23850.1
Q9T0G0	AT4G10020.1
Q9T0J9	AT4G13280.1
Q9T0J9	AT4G13280
Q9T0J9	AT4G13280.1
Q9T0J9	AT4G13280.2
Q9T0K1	AT4G13300.1
Q9T0K1	AT4G13300.1
Q9XEB5	AT4G04620.1
Q9XEB5	AT4G04620.2
Q9XEB5	AT4G04620.3
Q9XEC4	AT4G04460.1
Q9XEC4	AT4G04460.2
Q9XEE2	AT5G65020.1
Q9XEE2	AT5G65020.2
Q9XEE9	AT2G40190.1
Q9XF43	AT1G68530.1
Q9XF43	AT1G68530.2
Q9XF67	AT5G04510.1
Q9XF67	AT5G04510.2
Q9XF67	AT5G04510.3
Q9XF88	AT3G08940.1
Q9XF88	AT3G08940.2
Q9XF89	AT4G10340.1
Q9XF92	AT3G61460.1
Q9XF92	AT3G61460.1
Q9XFK7	AT1G18100.1
Q9XFM6	AT5G52240.1
Q9XFM6	AT5G52240.2
Q9XFR9	AT1G30040.1
Q9XFR9	AT1G30040.2
Q9XFR9	AT1G30040.2
Q9XFS7	AT3G51600.1
Q9XGX0	AT5G66350.1
Q9XGX0	AT5G66350.2
Q9XGX0	AT5G66350.3
Q9XHZ7	AT1G21790.1
Q9XI60	AT1G15080.1
Q9XIA9	AT1G49430.1
Q9XIA9	AT1G49430.2
Q9XIC7	AT1G34210.1
Q9XIC7	AT1G34210.2
Q9XID0	AT1G34260.1
Q9XID0	AT1G34260.2
Q9XID0	AT1G34260.3
Q9XID0	AT1G34260.4
Q9XIE6	AT1G59820.1
Q9XIG1	AT1G43620.1
Q9XIG1	AT1G43620.2
Q9XIG1	AT1G43620.3
Q9XIG1	AT1G43620.4
Q9XIG1	AT1G43620.5
Q9XIG1	AT1G43620.6
Q9XIG1	AT1G43620.7
Q9XIG1	AT1G43620.8
Q9ZNR6	AT3G16050.1
Q9ZNT1	AT5G17770.1
Q9ZNV4	AT2G46650.1
Q9ZNV5	AT2G27550.1
Q9ZPE7	AT4G08950.1
Q9ZPH4	AT4G04930.1
Q9ZPI5	AT3G06860.1
Q9ZPI6	AT4G29010.1
Q9ZPS9	AT2G01950.1
Q9ZPV8	AT2G18250.1
Q9ZPW9	AT2G18370.1
Q9ZPY9	AT2G46500.1
Q9ZPY9	AT2G46500.2
Q9ZPY9	AT2G46500.3
Q9ZQ94	AT2G36800.1
Q9ZQI0	AT2G27380.1
Q9ZQI3	AT2G27360.1
Q9ZQI8	AT2G13820.1
Q9ZQI8	AT2G13820.2
Q9ZQI8	AT2G13820.3
Q9ZQP1	AT2G35680.1
Q9ZQP2	AT2G35690.1
Q9ZQR8	AT2G14560.1
Q9ZQR8	AT2G14560.2
Q9ZQR8	AT2G14560.3
Q9ZQR8	AT2G14560.4
Q9ZR12	AT4G03190.1
Q9ZRP7	AT3G61580.1
Q9ZSK1	AT1G64970.1
Q9ZSP6	AT4G12545.1
Q9ZST4	AT4G01900.1
Q9ZSY2	AT1G68370.1
Q9ZT84	AT1G80340.1
Q9ZU11	AT1G52150.1
Q9ZU11	AT1G52150.2
Q9ZU11	AT1G52150.3
Q9ZU49	AT2G01180.1
Q9ZU49	AT2G01180.2
Q9ZU49	AT2G01180.2
Q9ZU49	AT2G01180.3
Q9ZU49	AT2G01180.4
Q9ZU49	AT2G01180.5
Q9ZU49	AT2G01180.6
Q9ZU49	AT2G01180.7
Q9ZU49	AT2G01180.8
Q9ZU77	AT2G18620.1
Q9ZU97	AT2G01690.1
Q9ZU97	AT2G01690.2
Q9ZUA0	AT2G01720.1
Q9ZUE4	AT1G23500.1
Q9ZUF7	AT2G05910.1
Q9ZUH4	AT2G24210.1
Q9ZUK6	AT2G15050.1
Q9ZUK6	AT2G15050.2
Q9ZUK6	AT2G15050.3
Q9ZUN4	AT2G19590.1
Q9ZUN4	AT2G19590.2
Q9ZUX1	AT2G27690.1
Q9ZUZ0	AT2G46720.1
Q9ZV28	AT2G28860.1
Q9ZV56	AT2G32260.1
Q9ZV56	AT2G32260.2
Q9ZV65	AT2G32370.1
Q9ZV65	AT2G32370.1
Q9ZV87	AT1G78690.1
Q9ZV87	AT1G78690.2
Q9ZV87	AT1G78690.3
Q9ZV87	AT1G78690.4
Q9ZV87	AT1G78690.5
Q9ZVC7	AT2G27130.1
Q9ZVF1	AT2G01540.1
Q9ZVF6	AT2G01490.1
Q9ZVF6	AT2G01490.2
Q9ZVI6	AT2G38640.1
Q9ZVI9	AT2G38670.1
Q9ZVJ5	AT2G38740.1
Q9ZVJ6	AT2G38750.1
Q9ZVJ6	AT2G38750.2
Q9ZVL0	AT1G54860.1
Q9ZVN6	AT1G05020.1
Q9ZVT9	AT1G03370.1
Q9ZVT9	AT1G03370.2
Q9ZVX3	AT2G16900.1
Q9ZVX3	AT2G16900.2
Q9ZVX3	AT2G16900.3
Q9ZVX3	AT2G16900.4
Q9ZVX3	AT2G16900.5
Q9ZVX3	AT2G16900.6
Q9ZVX3	AT2G16900.7
Q9ZW22	AT2G29390.1
Q9ZW22	AT2G29390.2
Q9ZW22	AT2G29390.3
Q9ZW22	AT2G29390.4
Q9ZW22	AT2G29390.5
Q9ZW22	AT2G29390.6
Q9ZW96	AT1G67100.1
Q9ZWA1	AT1G03790.1
Q9ZWA6	AT1G03840.1
Q9ZWA6	AT1G03840.2
Q9ZWB9	AT1G03990.1
Q9ZWC8	AT1G55610.1
Q9ZWC8	AT1G55610.2
Q9ZWM9	AT1G13260.1
Q9ZWT1	AT2G20860.1
Q9ZWT1	AT2G20860.2
Q9ZWT1	AT2G20860.3
Q9ZWT2	AT5G48810.1
STOP
